area,bathrooms,building_type,date,deal_type,department,foreign_id,id,image_urls,images,location,price,rooms,title,url
200 Mts,2 Baños,Casa,2023-06-10 13:21:45.289512,Venta,Montevideo,23846779,356,https://imagenes.gallito.com/1024x768/230601154646960.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230601154646960.jpg', 'path': 356, 'checksum': '6ac317457eedde546013d01f3dee0a89', 'status': 'downloaded'}]",Malvin, U$S 370.000,4,IMPECABLE!! Muy cómoda!,https://www.gallito.com.uy/impecable-muy-comoda-inmuebles-23846779
154 Mts,2 Baños,Casa,2023-06-10 13:21:44.646627,Venta,Montevideo,21791985,346,https://imagenes.gallito.com/1024x768/220511165030520.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220511165030520.jpg', 'path': 346, 'checksum': 'd3063f3085f329e20785b066a55b408d', 'status': 'downloaded'}]",Prado, U$S 330.000,3,EXCELENTE CASA PRÓXIMO A AVENIDAS!!!,https://www.gallito.com.uy/excelente-casa-proximo-a-avenidas-inmuebles-21791985
182 Mts,3 Baños,Casa,2023-06-10 13:21:45.068592,Venta,Montevideo,23501436,355,https://imagenes.gallito.com/1024x768/48553354.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48553354.jpg', 'path': 355, 'checksum': '4e5c20c9a6f6246c50df706dbd3e6340', 'status': 'downloaded'}]",Punta Gorda, U$S 336.000,4,Venta Casa Propiedad Horizontal 4 Dormitorios Punta Gorda C,https://www.gallito.com.uy/venta-casa-propiedad-horizontal-4-dormitorios-punta-gorda-c-inmuebles-23501436
261 Mts,2 Baños,Casa,2023-06-10 13:21:45.624625,Venta,Montevideo,22884971,358,https://imagenes.gallito.com/1024x768/46741799.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46741799.jpg', 'path': 358, 'checksum': '6780475f62cd44242b5a3460bab8d8e1', 'status': 'downloaded'}]",Cerrito, U$S 220.000,4,Casa 4 dorm 2 baños Venta Cerrito sobre Avenida,https://www.gallito.com.uy/casa-4-dorm-2-ba%C3%B1os-venta-cerrito-sobre-avenida-inmuebles-22884971
362 Mts,3 Baños,Casa,2023-06-10 13:21:45.652693,Venta,Montevideo,22885266,359,https://imagenes.gallito.com/1024x768/47779286.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47779286.jpg', 'path': 359, 'checksum': '00d644fcfa24e396e8e70cc1889310e4', 'status': 'downloaded'}]",Punta Gorda, U$S 395.000,3,Venta Casa 3 dormitorios 3 baños | Punta Gorda,https://www.gallito.com.uy/venta-casa-3-dormitorios-3-ba%C3%B1os-punta-gorda-inmuebles-22885266
72 Mts,1 Baños,Casa,2023-06-10 13:21:45.378110,Venta,Canelones,18662482,357,https://imagenes.gallito.com/1024x768/210426195304800.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/210426195304800.jpg', 'path': 357, 'checksum': '2138e5de9aa55ec6a39c713440503c11', 'status': 'downloaded'}]",Shangrilá, U$S 139.500,1,ESTRENE!! ENTRE LOS LAGOS. VENTA APARTAMENTO SHANGRILÁ,https://www.gallito.com.uy/estrene-entre-los-lagos-venta-apartamento-shangrila-inmuebles-18662482
1500 Mts,Más de 3 baños,Casa,2023-06-10 13:21:46.579275,Venta,Maldonado,23811743,366,https://imagenes.gallito.com/1024x768/48931854.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48931854.jpg', 'path': 366, 'checksum': 'dcdef59ffebf0b9d11929a4ef4bef39a', 'status': 'downloaded'}]",Punta Del Este, U$S 670.000,4,Venta Excelente Casa 5 Dormitorios piscina barbacoa Punta d,https://www.gallito.com.uy/venta-excelente-casa-5-dormitorios-piscina-barbacoa-punta-d-inmuebles-23811743
457 Mts,Más de 3 baños,Casa,2023-06-10 13:21:46.478890,Venta,Montevideo,20655564,365,https://imagenes.gallito.com/1024x768/48286148.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48286148.jpg', 'path': 365, 'checksum': '32426d231c7725170438be0aed515fb2', 'status': 'downloaded'}]",Ciudad Vieja, U$S 550.000,4,Oportunidad Inversión Casa Pensión en Venta Ciudad Vieja,https://www.gallito.com.uy/oportunidad-inversion-casa-pension-en-venta-ciudad-vieja-inmuebles-20655564
305 Mts,2 Baños,Casa,2023-06-10 13:21:46.921085,Venta,Montevideo,23665120,367,https://imagenes.gallito.com/1024x768/230425182243000.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230425182243000.jpg', 'path': 367, 'checksum': '4ad33adec84e680810ec745dee714e0a', 'status': 'downloaded'}]",La Comercial, U$S 300.000,4,UNICA SOBRE ARENAL GRANDE ESQUINA HOCQUART 305 Mts2.,https://www.gallito.com.uy/unica-sobre-arenal-grande-esquina-hocquart-305-mts2-inmuebles-23665120
5000 Mts,2 Baños,Casa,2023-06-10 13:21:45.666005,Venta,Maldonado,23163883,360,https://imagenes.gallito.com/1024x768/47540319.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47540319.jpg', 'path': 360, 'checksum': '060e18261be5d78cfc564c096e4ceaac', 'status': 'downloaded'}]",La Barra, U$S 550.000,3,"Casa moderna en El Quijote, 3 dormitorios",https://www.gallito.com.uy/casa-moderna-en-el-quijote-3-dormitorios-inmuebles-23163883
200 Mts,3 Baños,Casa,2023-06-10 13:21:45.838933,Venta,Maldonado,23446804,361,https://imagenes.gallito.com/1024x768/47548653.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47548653.jpg', 'path': 361, 'checksum': '3be9d14f61ffae63fb2ba9301b80d292', 'status': 'downloaded'}]",Playa Mansa, U$S 575.000,4,"Excelente construcción, 4 dorm, piscina climatizada, a 200",https://www.gallito.com.uy/excelente-construccion-4-dorm-piscina-climatizada-a-200-inmuebles-23446804
173 Mts,1 Baños,Casa,2023-06-10 13:21:46.936615,Venta,Montevideo,23886736,368,https://imagenes.gallito.com/1024x768/230607181139480.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230607181139480.jpg', 'path': 368, 'checksum': '3b759e683403acfa6d89a483e8beb11e', 'status': 'downloaded'}]",Prado, U$S 170.000,2,"Venta de casa en el Prado, Asamblea Propiedades vende",https://www.gallito.com.uy/venta-de-casa-en-el-prado-asamblea-propiedades-vende-inmuebles-23886736
170 Mts,2 Baños,Casa,2023-06-10 13:21:47.690142,Venta,Montevideo,23771376,369,https://imagenes.gallito.com/1024x768/230517172153250.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230517172153250.jpg', 'path': 369, 'checksum': '287f6a54b1dfde057e9b142edb8de2d8', 'status': 'downloaded'}]",Punta Gorda, U$S 330.000,2,Exclusiva a mts de Rambla la mejor zona !!!!,https://www.gallito.com.uy/exclusiva-a-mts-de-rambla-la-mejor-zona-inmuebles-23771376
92 Mts,2 Baños,Casa,2023-06-10 13:21:48.835219,Venta,Montevideo,21546596,372,https://imagenes.gallito.com/1024x768/47228573.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47228573.jpg', 'path': 372, 'checksum': 'e4e0a9055284581bba1e6b7823bc8d0c', 'status': 'downloaded'}]",Carrasco Norte, U$S 210.000,2,"VIA CAPRI- CASAS DUPLEX CON JARDIN, PARRILLERO y 2 COCHERAS",https://www.gallito.com.uy/via-capri-casas-duplex-con-jardin-parrillero-y-2-cocheras-inmuebles-21546596
120 Mts,3 Baños,Casa,2023-06-10 13:21:49.221589,Venta,Montevideo,23822521,373,https://imagenes.gallito.com/1024x768/49000768.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49000768.jpg', 'path': 373, 'checksum': 'b8048a56925dae04b19c52fec5a19a98', 'status': 'downloaded'}]",Villa Biarritz, U$S 390.000,2,Venta Casa en Parque Villa Biarritz con garage. A reciclar.,https://www.gallito.com.uy/venta-casa-en-parque-villa-biarritz-con-garage-a-reciclar-inmuebles-23822521
477 Mts,3 Baños,Casa,2023-06-10 13:21:48.014611,Venta,Canelones,21537566,371,https://imagenes.gallito.com/1024x768/220326170203830.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220326170203830.jpg', 'path': 371, 'checksum': '5ba04c1fde6f3fb2b3b44a8244f33cbe', 'status': 'downloaded'}]",La Floresta, U$S 135.000,2,CASA 2 DORMITORIOS Y SERVICIO PRÓXIMO A BUS,https://www.gallito.com.uy/casa-2-dormitorios-y-servicio-proximo-a-bus-inmuebles-21537566
470 Mts,Más de 3 baños,Casa,2023-06-10 13:21:47.894252,Venta,Montevideo,22622505,370,https://imagenes.gallito.com/1024x768/49055768.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49055768.jpg', 'path': 370, 'checksum': '0581c399a6a9d61a8ece638959545ea3', 'status': 'downloaded'}]",Punta Gorda, U$S 755.000,4,"¡Exclusiva residencia de 4 dormitorios, gran fondo verde, p",https://www.gallito.com.uy/exclusiva-residencia-de-4-dormitorios-gran-fondo-verde-p-inmuebles-22622505
919 Mts,Más de 3 baños,Casa,2023-06-10 13:21:49.352919,Venta,Montevideo,19238877,374,https://imagenes.gallito.com/1024x768/49154138.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49154138.jpg', 'path': 374, 'checksum': '9dd3234c17e6aac9629f4a01316ab83f', 'status': 'downloaded'}]",Punta Gorda, U$S 490.000,4,TODO EN UNA PLANTA COIMBRA Y GRAL.PAZ,https://www.gallito.com.uy/todo-en-una-planta-coimbra-y-gralpaz-inmuebles-19238877
86 Mts,1 Baños,Casa,2023-06-10 13:21:49.411082,Venta,Montevideo,23190674,376,https://imagenes.gallito.com/1024x768/48042676.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48042676.jpg', 'path': 376, 'checksum': '77dc221148a67c8a0aad082a71582eaf', 'status': 'downloaded'}]",Paso Molino, U$S 71.000,3,Vende Casa 3 dormitorios Paso Molino,https://www.gallito.com.uy/vende-casa-3-dormitorios-paso-molino-inmuebles-23190674
366 Mts,2 Baños,Casa,2023-06-10 13:21:49.867715,Venta,Montevideo,23711141,379,https://imagenes.gallito.com/1024x768/230513194721680.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230513194721680.jpg', 'path': 379, 'checksum': '8352047469bc7aa476ebbcef466992ea', 'status': 'downloaded'}]",Malvin, U$S 278.000,3,Dueño vende sólida propiedad más local/depósito Malvín Sur,https://www.gallito.com.uy/due%C3%B1o-vende-solida-propiedad-mas-localdeposito-malvin-sur-inmuebles-23711141
220 Mts,3 Baños,Casa,2023-06-10 13:21:45.935696,Venta,Montevideo,23276677,363,https://imagenes.gallito.com/1024x768/230204003447550.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230204003447550.jpg', 'path': 363, 'checksum': 'dd33e3bbc8f68c57afbcae59ce3f7831', 'status': 'downloaded'}]",Carrasco Norte, U$S 427.000,3,ESTRENE LA CASA QUE TANTO SOÑO EN 1 MES !!!!,https://www.gallito.com.uy/estrene-la-casa-que-tanto-so%C3%B1o-en-1-mes-inmuebles-23276677
700 Mts,3 Baños,Casa,2023-06-10 13:21:49.396047,Venta,Montevideo,23800173,375,https://imagenes.gallito.com/1024x768/49231271.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/49231271.jpeg', 'path': 375, 'checksum': 'cbba06d4db90cf2e0a8c084c7efd83ae', 'status': 'downloaded'}]",Malvin, U$S 289.000,4,Casa en venta de 4 dormitorios c/ cochera en Malvin,https://www.gallito.com.uy/casa-en-venta-de-4-dormitorios-c-cochera-en-malvin-inmuebles-23800173
92 Mts,1 Baños,Casa,2023-06-10 13:21:49.528427,Venta,Montevideo,20594007,378,https://imagenes.gallito.com/1024x768/211105190324750.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/211105190324750.jpg', 'path': 378, 'checksum': 'e78bf4c92997329924269f5a4352a53e', 'status': 'downloaded'}]",Prado, U$S 98.000,3,CASA en  el PRADO OPORTUNIDAD 3 DORM  SOLAR 200 MTS.,https://www.gallito.com.uy/casa-en-el-prado-oportunidad-3-dorm-solar-200-mts-inmuebles-20594007
70 Mts,1 Baños,Casa,2023-06-10 13:21:49.476232,Venta,Montevideo,23013546,377,https://imagenes.gallito.com/1024x768/49235961.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49235961.jpg', 'path': 377, 'checksum': '97e9f62ec6918d5290f7403142110256', 'status': 'downloaded'}]",Jacinto Vera, U$S 140.000,3,Venta Casa Jacinto Vera 3 dorm. Patio/parrillero,https://www.gallito.com.uy/venta-casa-jacinto-vera-3-dorm-patioparrillero-inmuebles-23013546
2000 Mts,3 Baños,Casa,2023-06-10 13:21:50.040531,Venta,Maldonado,23276262,380,https://imagenes.gallito.com/1024x768/46711342.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46711342.jpg', 'path': 380, 'checksum': 'c4548cf797c6a1f411db5f9f1a73e7a0', 'status': 'downloaded'}]",Punta Del Este, U$S 440.000,4,Casa en venta 4 dormitorios San Rafael Punta del Este,https://www.gallito.com.uy/casa-en-venta-4-dormitorios-san-rafael-punta-del-este-inmuebles-23276262
322 Mts,2 Baños,Casa,2023-06-10 13:21:50.072483,Venta,Canelones,22989142,382,https://imagenes.gallito.com/1024x768/221207155357040.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221207155357040.jpg', 'path': 382, 'checksum': 'e323a652b9f94c64e295da3ff6ddcc0e', 'status': 'downloaded'}]",Parque Del Plata, U$S 129.800,3,Se Vende Casa 3 Dormitorios En Parque Del Plata,https://www.gallito.com.uy/se-vende-casa-3-dormitorios-en-parque-del-plata-inmuebles-22989142
557 Mts,1 Baños,Casa,2023-06-10 13:21:50.088523,Venta,Montevideo,23670926,383,https://imagenes.gallito.com/1024x768/230426202522230.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230426202522230.jpg', 'path': 383, 'checksum': '7e1f32055a0413ce1ff728b170def590', 'status': 'downloaded'}]",Sayago, U$S 190.000,3,DUEÑO VENDE en SAYAGO. Casa + apto al fondo y terreno,https://www.gallito.com.uy/due%C3%B1o-vende-en-sayago-casa-apto-al-fondo-y-terreno-inmuebles-23670926
737 Mts,2 Baños,Casa,2023-06-10 13:21:50.055491,Venta,Montevideo,21963192,381,https://imagenes.gallito.com/1024x768/220930144130090.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220930144130090.jpg', 'path': 381, 'checksum': '97d2df17f7061e1742fb21e9049cb332', 'status': 'downloaded'}]",Carrasco, U$S 480.000,3,Importante casa sobre Avenida Italia,https://www.gallito.com.uy/importante-casa-sobre-avenida-italia-inmuebles-21963192
300 Mts,1 Baños,Casa,2023-06-10 13:21:50.343688,Venta,Montevideo,14099511,384,https://imagenes.gallito.com/1024x768/180713204620650.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/180713204620650.jpg', 'path': 384, 'checksum': '42d6ebed6637d015944f975177b9ac07', 'status': 'downloaded'}]",Brazo Oriental, U$S 265.000,2,Venta casa en pta. alta con amplio garage abajo apto taller.,https://www.gallito.com.uy/venta-casa-en-pta-alta-con-amplio-garage-abajo-apto-taller-inmuebles-14099511
110 Mts,3 Baños,Casa,2023-06-10 13:21:45.872129,Venta,Montevideo,23501440,362,https://imagenes.gallito.com/1024x768/47704292.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47704292.jpg', 'path': 362, 'checksum': '71b63e6a0a0cbaba3a4fd280d1f0e4e3', 'status': 'downloaded'}]",Carrasco Norte, U$S 310.000,3,Venta casa 3 dormitorios con jardín carrasco Montevideo,https://www.gallito.com.uy/venta-casa-3-dormitorios-con-jardin-carrasco-montevideo-inmuebles-23501440
193 Mts,1 Baños,Casa,2023-06-10 13:21:50.820916,Venta,Montevideo,22011786,389,https://imagenes.gallito.com/1024x768/220616142446370.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220616142446370.jpg', 'path': 389, 'checksum': '3bb5fd9bf75779609780715bb20339dc', 'status': 'downloaded'}]",Pocitos, U$S 215.000,3,"Casa de 3 dormitorios, uso exclusivo de la azotea, oportunid",https://www.gallito.com.uy/casa-de-3-dormitorios-uso-exclusivo-de-la-azotea-oportunid-inmuebles-22011786
400 Mts,1 Baños,Casa,2023-06-10 13:21:50.358443,Venta,Montevideo,23322621,385,https://imagenes.gallito.com/1024x768/46908177.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46908177.jpg', 'path': 385, 'checksum': 'aec7f85d667b8b64c57b92f2254104f4', 'status': 'downloaded'}]",Capurro, U$S 250.000,3,Oportunidad Venta Predio con Proyecto Capurro Montevideo ...,https://www.gallito.com.uy/oportunidad-venta-predio-con-proyecto-capurro-montevideo-inmuebles-23322621
595 Mts,1 Baños,Casa,2023-06-10 13:21:46.409903,Venta,Canelones,22855624,364,https://imagenes.gallito.com/1024x768/221111113318340.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221111113318340.jpg', 'path': 364, 'checksum': '85d633e158f21ccbb01b6cc0ec5938ba', 'status': 'downloaded'}]",Parque Del Plata, U$S 120.000,4,"CASA SOBRE AVENIDA,PROXIMA A BUS",https://www.gallito.com.uy/casa-sobre-avenida-proxima-a-bus-inmuebles-22855624
240 Mts,2 Baños,Casa,2023-06-10 13:21:50.645040,Venta,Montevideo,19565436,387,https://imagenes.gallito.com/1024x768/210421102905930.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/210421102905930.jpg', 'path': 387, 'checksum': '25e18def343befafc3d8e51d63ee7301', 'status': 'downloaded'}]",Palermo, U$S 380.000,4,"Casa Con Amplios Ambientes, Padrón Unico!! 240 Mts.",https://www.gallito.com.uy/casa-con-amplios-ambientes-padron-unico-240-mts-inmuebles-19565436
74 Mts,1 Baños,Casa,2023-06-10 13:21:50.683608,Venta,Colonia,23710477,388,https://imagenes.gallito.com/1024x768/230506122736830.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230506122736830.jpg', 'path': 388, 'checksum': '870ad7cc539313a23d1463f0026492a5', 'status': 'downloaded'}]",Nueva Helvecia, U$S 118.000,2,CASAS A ESTRENAR EN COMPLEJO BLUMEN GARTEN - NUEVA HELVECIA,https://www.gallito.com.uy/casas-a-estrenar-en-complejo-blumen-garten-nueva-helvecia-inmuebles-23710477
820 Mts,3 Baños,Casa,2023-06-10 13:21:51.082831,Venta,Montevideo,23338074,390,https://imagenes.gallito.com/1024x768/48492479.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48492479.jpg', 'path': 390, 'checksum': '9c7ceda87a06014813bcea84122ae7fc', 'status': 'downloaded'}]",B. De Carrasco, U$S 555.000,3,"VENDE CASA 3 DORMITORIOS, ESCRITORIO, 3 BAÑOS, GARAJE X 2",https://www.gallito.com.uy/vende-casa-3-dormitorios-escritorio-3-ba%C3%B1os-garaje-x-2-inmuebles-23338074
180 Mts,2 Baños,Casa,2023-06-10 13:21:50.480731,Venta,Montevideo,20930014,386,https://imagenes.gallito.com/1024x768/48736166.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48736166.jpg', 'path': 386, 'checksum': '74aee95963a08a4c98d2deff82785732', 'status': 'downloaded'}]",Punta Gorda, U$S 470.000,3,Venda Casa de 3 dormitorios en Punta Gorda con piscina!,https://www.gallito.com.uy/venda-casa-de-3-dormitorios-en-punta-gorda-con-piscina-inmuebles-20930014
213 Mts,2 Baños,Casa,2023-06-10 13:21:51.147245,Venta,Canelones,22451256,392,https://imagenes.gallito.com/1024x768/220829184637380.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220829184637380.jpg', 'path': 392, 'checksum': '7f9a18f377ef85a5e40ac4f765502430', 'status': 'downloaded'}]",Lagomar, U$S 178.000,3,"ESTRENE!! VENTA LAGOMAR, 3 DORMITORIOS, SUITE, PARRILLERO",https://www.gallito.com.uy/estrene-venta-lagomar-3-dormitorios-suite-parrillero-inmuebles-22451256
777 Mts,2 Baños,Casa,2023-06-10 13:21:51.097822,Venta,Maldonado,22103421,391,https://imagenes.gallito.com/1024x768/48732600.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48732600.jpg', 'path': 391, 'checksum': 'ef7cf9126f0907684ca905afa141e921', 'status': 'downloaded'}]",Punta Del Este, U$S 310.000,4,Casa en Jardines de CÃ²rdoba,https://www.gallito.com.uy/casa-en-jardines-de-c%C3%A3%C2%B2rdoba-inmuebles-22103421
120 Mts,2 Baños,Casa,2023-06-10 13:21:51.224101,Venta,Montevideo,23734800,393,https://imagenes.gallito.com/1024x768/230509112134560.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230509112134560.jpg', 'path': 393, 'checksum': '3a060976f7ed832c84fd878708a74fc3', 'status': 'downloaded'}]",Pocitos, U$S 320.000,2,CASA POCITOS CON TERRAZA Y GARAJE,https://www.gallito.com.uy/casa-pocitos-con-terraza-y-garaje-inmuebles-23734800
456 Mts,2 Baños,Casa,2023-06-10 13:21:51.657300,Venta,Maldonado,23127071,397,https://imagenes.gallito.com/1024x768/48258984.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48258984.jpg', 'path': 397, 'checksum': 'e398fc5e0c775ef3f86c771bdb52a7b4', 'status': 'downloaded'}]",La Barra, U$S 230.000,2,Casa de dos dormitorios con parrillero en La Barra,https://www.gallito.com.uy/casa-de-dos-dormitorios-con-parrillero-en-la-barra-inmuebles-23127071
514 Mts,1 Baños,Casa,2023-06-10 13:21:51.688645,Venta,Colonia,23717282,399,https://imagenes.gallito.com/1024x768/230507093523810.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230507093523810.jpg', 'path': 399, 'checksum': 'b64caae937f87b5614cda9d44c1e85ec', 'status': 'downloaded'}]",Otra, U$S 59.000,4,Casona en venta en La Paz Colonia,https://www.gallito.com.uy/casona-en-venta-en-la-paz-colonia-inmuebles-23717282
3300 Mts,Más de 3 baños,Casa,2023-06-10 13:21:51.409948,Venta,Maldonado,22911657,395,https://imagenes.gallito.com/1024x768/45152249.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/45152249.jpg', 'path': 395, 'checksum': '17e62a3377057bd018e67bb15ef9944f', 'status': 'downloaded'}]",Punta Del Este, U$S 1.360.000,4,Casa de 5 dormitorios en suite en RincÃ³n del Indio Punta d,https://www.gallito.com.uy/casa-de-5-dormitorios-en-suite-en-rinc%C3%A3%C2%B3n-del-indio-punta-d-inmuebles-22911657
1080 Mts,Más de 3 baños,Casa,2023-06-10 13:21:51.674464,Venta,Maldonado,22601450,398,https://imagenes.gallito.com/1024x768/43479511.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/43479511.jpg', 'path': 398, 'checksum': 'ceb7e7a7ab6a433123724728be0cf371', 'status': 'downloaded'}]",Punta Del Este, U$S 520.000,4,Venta de casa 5 dormitorios en playa Mansa Punta del Este,https://www.gallito.com.uy/venta-de-casa-5-dormitorios-en-playa-mansa-punta-del-este-inmuebles-22601450
1040 Mts,3 Baños,Casa,2023-06-10 13:21:51.388279,Venta,Montevideo,23836716,394,https://imagenes.gallito.com/1024x768/49076668.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49076668.jpg', 'path': 394, 'checksum': '1b373dd5335699a3441833a7258814b5', 'status': 'downloaded'}]",Carrasco, U$S 780.000,3,Venta casa en Carrasco Sur 3 dorm,https://www.gallito.com.uy/venta-casa-en-carrasco-sur-3-dorm-inmuebles-23836716
495 Mts,2 Baños,Casa,2023-06-10 13:21:51.970978,Venta,Canelones,21665077,401,https://imagenes.gallito.com/1024x768/220418111914810.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220418111914810.jpg', 'path': 401, 'checksum': '98af39160df4431ad1c6ae02ab7844c7', 'status': 'downloaded'}]",Parque Del Plata, U$S 139.000,3,"CASA CÉNTRICA PRÓXIMA A BUS,",https://www.gallito.com.uy/casa-centrica-proxima-a-bus-inmuebles-21665077
110 Mts,1 Baños,Casa,2023-06-10 13:21:51.508874,Venta,Montevideo,23609420,396,https://imagenes.gallito.com/1024x768/48440624.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/48440624.jpeg', 'path': 396, 'checksum': 'dd568626dc2c49188c16fb663d6fc42b', 'status': 'downloaded'}]",Buceo, U$S 195.000,3,Casa Venta en Buceo,https://www.gallito.com.uy/casa-venta-en-buceo-inmuebles-23609420
116 Mts,1 Baños,Casa,2023-06-10 13:21:52.202571,Venta,Montevideo,21165420,405,https://imagenes.gallito.com/1024x768/230327111035860.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230327111035860.jpg', 'path': 405, 'checksum': '28f7b889607caa69311a03eaad295d0d', 'status': 'downloaded'}]",Cordon, U$S 175.000,3,Padrón único Frugoni y Charrúa ideal empresa o residencial,https://www.gallito.com.uy/padron-unico-frugoni-y-charrua-ideal-empresa-o-residencial-inmuebles-21165420
1 Mts,2 Baños,Casa,2023-06-10 13:21:52.239505,Venta,Maldonado,23344183,407,https://imagenes.gallito.com/1024x768/47579298.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47579298.jpg', 'path': 407, 'checksum': '69d1844d6cb30df64b697811d63c2acc', 'status': 'downloaded'}]",Punta Del Este, U$S 470.000,3,"CASA EN VENTA, COMPLEJO SILENTE!",https://www.gallito.com.uy/casa-en-venta-complejo-silente-inmuebles-23344183
600 Mts,3 Baños,Casa,2023-06-10 13:21:51.723833,Venta,Maldonado,23303366,400,https://imagenes.gallito.com/1024x768/48905904.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48905904.jpg', 'path': 400, 'checksum': '9c7352d93d8b51232ecd2ee48a32f82c', 'status': 'downloaded'}]",Punta Del Este, U$S 550.000,3,VENTA DE CASA DE 3 DORMITORIOS EN MANSA PUNTA DEL ESTE,https://www.gallito.com.uy/venta-de-casa-de-3-dormitorios-en-mansa-punta-del-este-inmuebles-23303366
522 Mts,1 Baños,Casa,2023-06-10 13:21:52.185349,Venta,Montevideo,23665531,404,https://imagenes.gallito.com/1024x768/48324402.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48324402.jpg', 'path': 404, 'checksum': 'e7ea66e68fdeec085d986a4f9c9c52be', 'status': 'downloaded'}]",Villa Española, U$S 80.000,3,CASA 3 DORMITORIOS VILLA ESPAÑOLA,https://www.gallito.com.uy/casa-3-dormitorios-villa-espa%C3%B1ola-inmuebles-23665531
270 Mts,1 Baños,Casa,2023-06-10 13:21:52.111556,Venta,Montevideo,23778048,403,https://imagenes.gallito.com/1024x768/230518182611560.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230518182611560.jpg', 'path': 403, 'checksum': '54d98fabf9cc976eab974c639ef5284e', 'status': 'downloaded'}]",Union, U$S 169.000,2,Padrón único en una planta con garaje y fondo,https://www.gallito.com.uy/padron-unico-en-una-planta-con-garaje-y-fondo-inmuebles-23778048
211 Mts,1 Baños,Casa,2023-06-10 13:21:52.396035,Venta,Montevideo,20655588,408,https://imagenes.gallito.com/1024x768/43603911.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/43603911.jpg', 'path': 408, 'checksum': 'c1e2beb2099c8384bb1e6f17ed36d799', 'status': 'downloaded'}]",Union, U$S 105.000,2,Venta Propiedad a reciclar zona Unión,https://www.gallito.com.uy/venta-propiedad-a-reciclar-zona-union-inmuebles-20655588
60 Mts,1 Baños,Casa,2023-06-10 13:21:52.219966,Venta,Montevideo,23748314,406,https://imagenes.gallito.com/1024x768/230512155005860.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230512155005860.jpg', 'path': 406, 'checksum': '3033187de70676f30f45b7f68b919f44', 'status': 'downloaded'}]",Parque Batlle, U$S 146.000,2,2 dormitorios totalmente Reciclada En Planta Baja Al Frente,https://www.gallito.com.uy/2-dormitorios-totalmente-reciclada-en-planta-baja-al-frente-inmuebles-23748314
