area,bathrooms,building_type,date,deal_type,department,foreign_id,id,image_urls,images,location,price,rooms,title,url
169 Mts,1 Baños,Casa,2023-06-10 13:21:51.988843,Venta,Montevideo,21415774,402,https://imagenes.gallito.com/1024x768/41025202.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/41025202.jpg', 'path': 402, 'checksum': '0897a557dbbef6882b53491def243cb7', 'status': 'downloaded'}]",Ciudad Vieja, U$S 570.000,3,CASATROJA VENTA CASA EN CIUDAD VIEJA,https://www.gallito.com.uy/casatroja-venta-casa-en-ciudad-vieja-inmuebles-21415774
100 Mts,1 Baños,Casa,2023-06-10 13:21:52.415447,Venta,Canelones,21971784,409,https://imagenes.gallito.com/1024x768/48605857.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48605857.jpg', 'path': 409, 'checksum': '04b080ed529ce4db6afb524deff28690', 'status': 'downloaded'}]",Atlántida, U$S 89.000,1,Venta Casa  Atlántida un dormitorio,https://www.gallito.com.uy/venta-casa-atlantida-un-dormitorio-inmuebles-21971784
900 Mts,Más de 3 baños,Casa,2023-06-10 13:21:52.715927,Venta,Montevideo,22377269,411,https://imagenes.gallito.com/1024x768/220815200504220.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220815200504220.jpg', 'path': 411, 'checksum': 'fcec310ad3d0c315c9691bc3dae7d414', 'status': 'downloaded'}]",Malvin, U$S 630.000,4,Hermosa residencia!! Toda una planta,https://www.gallito.com.uy/hermosa-residencia-toda-una-planta-inmuebles-22377269
400 Mts,2 Baños,Casa,2023-06-10 13:21:52.753140,Venta,Maldonado,23609447,413,https://imagenes.gallito.com/1024x768/230413181508700.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230413181508700.jpg', 'path': 413, 'checksum': 'fb2f8258ea0105b7a48568e68249d43a', 'status': 'downloaded'}]",Cerros Azules, U$S 85.000,3,Vendo casa grande y apartamento independiente,https://www.gallito.com.uy/vendo-casa-grande-y-apartamento-independiente-inmuebles-23609447
140 Mts,3 Baños,Casa,2023-06-10 13:21:52.602809,Venta,Canelones,20655940,410,https://imagenes.gallito.com/1024x768/49270432.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49270432.jpg', 'path': 410, 'checksum': 'a3f4e3a80f10bcaa044998692f88ddfe', 'status': 'downloaded'}]",Lomas De Solymar, U$S 230.000,4,venta casa Lomas de Solymar tres dormitorios,https://www.gallito.com.uy/venta-casa-lomas-de-solymar-tres-dormitorios-inmuebles-20655940
65 Has.,2 Baños,Casa,2023-06-10 13:21:52.737155,Venta,Canelones,22352163,412,https://imagenes.gallito.com/1024x768/220810125211920.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220810125211920.jpg', 'path': 412, 'checksum': '4a6089b3a84aebb483186480b9c90818', 'status': 'downloaded'}]",Pando, U$S 95.000,2,Duplex 2 Dormitorios. Barrio Privado el Molino de Pando,https://www.gallito.com.uy/duplex-2-dormitorios-barrio-privado-el-molino-de-pando-inmuebles-22352163
752 Mts,2 Baños,Casa,2023-06-10 13:21:52.881461,Venta,Canelones,21603037,414,https://imagenes.gallito.com/1024x768/220407194438080.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220407194438080.jpg', 'path': 414, 'checksum': 'afc03444d2517ffc6f41a45dd7f8bb31', 'status': 'downloaded'}]",La Floresta, U$S 280.000,3,Excelente propiedad en zona residencial,https://www.gallito.com.uy/excelente-propiedad-en-zona-residencial-inmuebles-21603037
358 Has.,3 Baños,Casa,2023-06-10 13:21:53.178954,Venta,Montevideo,23583515,418,https://imagenes.gallito.com/1024x768/220106160551350.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220106160551350.jpg', 'path': 418, 'checksum': '42cd74b998cd71aae263fae5823da775', 'status': 'downloaded'}]",Brazo Oriental, U$S 195.000,3,Gran casa en padrón único sobre San Martin a mts de Avdas,https://www.gallito.com.uy/gran-casa-en-padron-unico-sobre-san-martin-a-mts-de-avdas-inmuebles-23583515
165 Mts,3 Baños,Casa,2023-06-10 13:21:53.347332,Venta,Montevideo,23678421,421,https://imagenes.gallito.com/1024x768/48945165.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48945165.jpg', 'path': 421, 'checksum': '99ba07a0ce8d587bd7fb28406735adee', 'status': 'downloaded'}]",Brazo Oriental, U$S 290.000,3,Casa en venta  a estrenar en Brazo Oriental,https://www.gallito.com.uy/casa-en-venta-a-estrenar-en-brazo-oriental-inmuebles-23678421
300 Mts,2 Baños,Casa,2023-06-10 13:21:52.909641,Venta,Maldonado,22536739,416,https://imagenes.gallito.com/1024x768/43011207.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/43011207.jpg', 'path': 416, 'checksum': 'c04fbac7295ad471baa2f2790d3b0fcf', 'status': 'downloaded'}]",La Barra, U$S 270.000,3,Casa en Alquiler La Barra Punta del Este,https://www.gallito.com.uy/casa-en-alquiler-la-barra-punta-del-este-inmuebles-22536739
362 Mts,3 Baños,Casa,2023-06-10 13:21:53.193394,Venta,Montevideo,22875175,419,https://imagenes.gallito.com/1024x768/46702933.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46702933.jpg', 'path': 419, 'checksum': 'b72902d5bbdd30128d8dd223b42d6df9', 'status': 'downloaded'}]",Punta Gorda, U$S 395.000,3,MUY PROXIMA A LA RAMBLA ZONA DEL NAUTICO,https://www.gallito.com.uy/muy-proxima-a-la-rambla-zona-del-nautico-inmuebles-22875175
801 Mts,Más de 3 baños,Casa,2023-06-10 13:21:52.895877,Venta,Montevideo,21042778,415,https://imagenes.gallito.com/1024x768/48521758.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48521758.jpg', 'path': 415, 'checksum': 'e9c75df9e4db66b6b5961921dab70bcb', 'status': 'downloaded'}]",Centro, U$S 910.000,4,Venta Casa 6 dormitorios y Gran local comercial. Centro. Ex,https://www.gallito.com.uy/venta-casa-6-dormitorios-y-gran-local-comercial-centro-ex-inmuebles-21042778
425 Mts,2 Baños,Casa,2023-06-10 13:21:53.024526,Venta,Maldonado,22139024,417,https://imagenes.gallito.com/1024x768/48291329.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48291329.jpg', 'path': 417, 'checksum': '2c878b61df2a6c8f2cbd95f22c56843a', 'status': 'downloaded'}]",Manantiales, U$S 263.000,3,"Casa en Manantiales, 3 dormitorios cerca de la Playa",https://www.gallito.com.uy/casa-en-manantiales-3-dormitorios-cerca-de-la-playa-inmuebles-22139024
769 Mts,3 Baños,Casa,2023-06-10 13:21:53.275329,Venta,Montevideo,23065427,420,https://imagenes.gallito.com/1024x768/45777036.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/45777036.jpg', 'path': 420, 'checksum': '491cf8c78c2e78b17ae93b471d80a4d0', 'status': 'downloaded'}]",Carrasco, U$S 770.000,4,EXCELENTE CASA EN CARRASCO SUR!!!,https://www.gallito.com.uy/excelente-casa-en-carrasco-sur-inmuebles-23065427
435 Mts,2 Baños,Casa,2023-06-10 13:21:53.412536,Venta,Maldonado,23573596,422,https://imagenes.gallito.com/1024x768/48679862.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48679862.jpg', 'path': 422, 'checksum': 'ca5aee716a5bff5831ebfb3c3a1340dd', 'status': 'downloaded'}]",Punta Del Este, U$S 400.000,3,VENTA DE CASA EN LA MANSA FRENTE AL MAR !!! PARA VIVIR TODO,https://www.gallito.com.uy/venta-de-casa-en-la-mansa-frente-al-mar-para-vivir-todo-inmuebles-23573596
283 Mts,3 Baños,Casa,2023-06-10 13:21:53.471718,Venta,Montevideo,21224458,425,https://imagenes.gallito.com/1024x768/220129221737170.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220129221737170.jpg', 'path': 425, 'checksum': 'a3c0408c08724cd8fc6d9fe4adfdb26b', 'status': 'downloaded'}]",Parque Rodo,,3,EN 1 PLANTA ! ! ! PADRÓN ÚNICO ! ! !  HERMOSA ART DECO ! ! !,https://www.gallito.com.uy/en-1-planta-padron-unico-hermosa-art-deco-inmuebles-21224458
79 Mts,1 Baños,Casa,2023-06-10 13:21:53.451745,Venta,Canelones,23665838,424,https://imagenes.gallito.com/1024x768/48926670.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48926670.jpg', 'path': 424, 'checksum': '92eb32d11fd56394be6f93c467487a18', 'status': 'downloaded'}]",Ciudad De La Costa,,3,VENDO CASA PADRON UNICO 3 DORM.1BAÑO EL PALMAR,https://www.gallito.com.uy/vendo-casa-padron-unico-3-dorm1ba%C3%B1o-el-palmar-inmuebles-23665838
853 Mts,Más de 3 baños,Casa,2023-06-10 13:21:53.971029,Venta,Montevideo,23553812,428,https://imagenes.gallito.com/1024x768/230402130456800.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230402130456800.jpg', 'path': 428, 'checksum': 'a3d527ce8073adf8c1f8c936c2b05422', 'status': 'downloaded'}]",Carrasco, U$S 730.000,4,DOS CASAS EN PROPIEDAD HORIZONTAL IDEAL REFORMA O DOS FLIAS,https://www.gallito.com.uy/dos-casas-en-propiedad-horizontal-ideal-reforma-o-dos-flias-inmuebles-23553812
90 Mts,2 Baños,Casa,2023-06-10 13:21:54.018479,Venta,Canelones,18529249,431,https://imagenes.gallito.com/1024x768/49270217.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49270217.jpg', 'path': 431, 'checksum': 'c28d5a77c80f3b1a3e7408f6875b7e07', 'status': 'downloaded'}]",Solymar, U$S 140.000,2,venta casa Solymar dos dormitorios.,https://www.gallito.com.uy/venta-casa-solymar-dos-dormitorios-inmuebles-18529249
242 Mts,2 Baños,Casa,2023-06-10 13:21:54.052537,Venta,Montevideo,22081312,432,https://imagenes.gallito.com/1024x768/49210498.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49210498.jpg', 'path': 432, 'checksum': 'd5c2ba2a10147f9a98461ffb6fadf519', 'status': 'downloaded'}]",La Blanqueada, U$S 395.000,4,"VENTA CASA 5 DORMITORIOS 2 BAÑOS, GARAGE, LA BLANQUEADA",https://www.gallito.com.uy/venta-casa-5-dormitorios-2-ba%C3%B1os-garage-la-blanqueada-inmuebles-22081312
1476 Mts,Más de 3 baños,Casa,2023-06-10 13:21:53.953561,Venta,Maldonado,19392916,427,https://imagenes.gallito.com/1024x768/48422241.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48422241.jpg', 'path': 427, 'checksum': '6773ad4f72f4cbdd4d9b79f41e84dac9', 'status': 'downloaded'}]",Punta Del Este, U$S 650.000,4,Gran propiedad en Lugano,https://www.gallito.com.uy/gran-propiedad-en-lugano-inmuebles-19392916
1050 Mts,Más de 3 baños,Casa,2023-06-10 13:21:53.432831,Venta,Maldonado,20670638,423,https://imagenes.gallito.com/1024x768/47564085.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47564085.jpg', 'path': 423, 'checksum': 'db5c1b626df3e17e2d793998ca6a103c', 'status': 'downloaded'}]",Punta Del Este,,4,Casa ubicada en zona de paz y tranquilidad.,https://www.gallito.com.uy/casa-ubicada-en-zona-de-paz-y-tranquilidad-inmuebles-20670638
100 Mts,2 Baños,Casa,2023-06-10 13:21:54.178248,Venta,Montevideo,23238309,433,https://imagenes.gallito.com/1024x768/230126122104010.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230126122104010.jpg', 'path': 433, 'checksum': '6dc6aee77755f920c2d565d869ed5b3c', 'status': 'downloaded'}]",Pocitos, U$S 260.000,3,"IMPECABLE ESTADO, MUY BUEN GUSTO, SUPER CÓMODA",https://www.gallito.com.uy/impecable-estado-muy-buen-gusto-super-comoda-inmuebles-23238309
460 Mts,3 Baños,Casa,2023-06-10 13:21:54.209146,Venta,Montevideo,23409398,434,https://imagenes.gallito.com/1024x768/230303202012370.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230303202012370.jpg', 'path': 434, 'checksum': 'dbf374ea0d9d5cbec853177e15c0a51e', 'status': 'downloaded'}]",La Blanqueada,,3,TODA EN 1 PLANTA ! ! ! GRAN TERRENO ! ! ! HERMOSA ! ! !,https://www.gallito.com.uy/toda-en-1-planta-gran-terreno-hermosa-inmuebles-23409398
500 Mts,Más de 3 baños,Casa,2023-06-10 13:21:54.229841,Venta,Montevideo,12065564,435,https://imagenes.gallito.com/1024x768/161208171203760.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/161208171203760.jpg', 'path': 435, 'checksum': '89e0232021cb93d61018299acade5083', 'status': 'downloaded'}]",Pocitos Nuevo,,4,GRAN MANSIÓN MODERNA ! ! !,https://www.gallito.com.uy/gran-mansion-moderna-inmuebles-12065564
466 Mts,1 Baños,Casa,2023-06-10 13:21:54.243177,Venta,Montevideo,23493712,436,https://imagenes.gallito.com/1024x768/230320114848870.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230320114848870.jpg', 'path': 436, 'checksum': '662b1cb05f88057121ae34e6478e7eb5', 'status': 'downloaded'}]",Buceo,,2,"Muy buena ubicación y con excelente renta Mdeo Shopping, WTC",https://www.gallito.com.uy/muy-buena-ubicacion-y-con-excelente-renta-mdeo-shopping-wtc-inmuebles-23493712
111 Mts,1 Baños,Casa,2023-06-10 13:21:54.278641,Venta,Canelones,23734737,438,https://imagenes.gallito.com/1024x768/230304021248360.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230304021248360.jpg', 'path': 438, 'checksum': '7cf67d8a8b9db683bc72e5b1e8f8d0ac', 'status': 'downloaded'}]",El Dorado,,2,"Casa en venta ""El Dorado"" (Las Piedras)",https://www.gallito.com.uy/casa-en-venta-el-dorado-las-piedras-inmuebles-23734737
250 Mts,2 Baños,Casa,2023-06-10 13:21:54.265102,Venta,Montevideo,13489987,437,https://imagenes.gallito.com/1024x768/180218202147007.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/180218202147007.jpg', 'path': 437, 'checksum': '16f50de52af66fc48b77b8ec4718239b', 'status': 'downloaded'}]",Punta Carretas,,3,COLEGIOS ! ! ! HERMOSO P. U. ! ! ! PINTORESCO  ! ! ! FONDO !,https://www.gallito.com.uy/colegios-hermoso-p-u-pintoresco-fondo-inmuebles-13489987
,Más de 3 baños,Casa,2023-06-10 13:21:54.716862,Venta,Montevideo,15011063,440,https://imagenes.gallito.com/1024x768/190129112147740.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/190129112147740.jpg', 'path': 440, 'checksum': '77e114b794e77b2eb2ee3a8864b6c167', 'status': 'downloaded'}]",Punta Carretas,,3,EXCLUSIVA NUEVA CONSTRUCCIÓN ! ! ! GRAN RENTA de U$S 7.000 !,https://www.gallito.com.uy/exclusiva-nueva-construccion-gran-renta-de-uss-7000-inmuebles-15011063
451 Mts,3 Baños,Casa,2023-06-10 13:21:54.699064,Venta,Montevideo,23759417,439,https://imagenes.gallito.com/1024x768/48705796.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48705796.jpg', 'path': 439, 'checksum': '7c4996dc75c44e0898ae8fe701e3a6f3', 'status': 'downloaded'}]",Pocitos,,4,VENTA DE 3 CASAS EN PADRÓN ÚNICO EN POCITOS,https://www.gallito.com.uy/venta-de-3-casas-en-padron-unico-en-pocitos-inmuebles-23759417
510 Mts,Más de 3 baños,Casa,2023-06-10 13:21:53.987502,Venta,Canelones,23273194,429,https://imagenes.gallito.com/1024x768/230202173119310.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230202173119310.jpg', 'path': 429, 'checksum': '8f424c7fd84cac7e26381c48cb6e2cf1', 'status': 'downloaded'}]",Barra De Carrasco, U$S 380.000,4,Venta de Casa en Barra de Carrasco 5 Dormitorios y Cochera,https://www.gallito.com.uy/venta-de-casa-en-barra-de-carrasco-5-dormitorios-y-cochera-inmuebles-23273194
594 Mts,Más de 3 baños,Casa,2023-06-10 13:21:54.000754,Venta,Montevideo,21714376,430,https://imagenes.gallito.com/1024x768/45472466.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/45472466.jpg', 'path': 430, 'checksum': 'ce292d9e7cd4b7aac30f81795bdd7cc7', 'status': 'downloaded'}]",Punta Gorda, U$S 1.290.000,4,Casa en Venta,https://www.gallito.com.uy/casa-en-venta-inmuebles-21714376
283 Mts,3 Baños,Casa,2023-06-10 13:21:55.350228,Venta,Montevideo,21224481,442,https://imagenes.gallito.com/1024x768/220129225437550.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220129225437550.jpg', 'path': 442, 'checksum': 'a3c0408c08724cd8fc6d9fe4adfdb26b', 'status': 'downloaded'}]",Centro,,4,EN 1 PLANTA ! ! ! P. ÚNICO ! ! ! FONDO ! ! ! ESTILO INTACTO,https://www.gallito.com.uy/en-1-planta-p-unico-fondo-estilo-intacto-inmuebles-21224481
82 Mts,1 Baños,Casa,2023-06-10 13:21:55.382140,Venta,Montevideo,23535790,443,https://imagenes.gallito.com/1024x768/230328122322220.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230328122322220.jpg', 'path': 443, 'checksum': '5ff51e3fe85225169939009fdca4e4b8', 'status': 'downloaded'}]",Sayago,,3,POSIBILIDAD 4 DORMITORIOS,https://www.gallito.com.uy/posibilidad-4-dormitorios-inmuebles-23535790
460 Mts,2 Baños,Casa,2023-06-10 13:21:53.916548,Venta,Maldonado,23608857,426,https://imagenes.gallito.com/1024x768/48534651.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48534651.jpg', 'path': 426, 'checksum': '35c1faf4cce076f6e78ae3c416f682f2', 'status': 'downloaded'}]",Pinares, U$S 235.000,3,"Te gustarÃ­a vivir en un entorno natural, y a pocos minutos",https://www.gallito.com.uy/te-gustar%C3%A3%C2%ADa-vivir-en-un-entorno-natural-y-a-pocos-minutos-inmuebles-23608857
280 Mts,Más de 3 baños,Casa,2023-06-10 13:21:55.587492,Venta,Montevideo,23382189,446,https://imagenes.gallito.com/1024x768/230225221539950.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230225221539950.jpg', 'path': 446, 'checksum': 'cb703d795eefe6e9858f8f0410c152d8', 'status': 'downloaded'}]",Punta Carretas,,4,SÓLIDA Y EXCELENTES MAT. ! ! CALEF! MUY-NEGOCIABLE ! 4GGES !,https://www.gallito.com.uy/solida-y-excelentes-mat-calef-muy-negociable-4gges-inmuebles-23382189
1920 Mts,1 Baños,Casa,2023-06-10 13:21:55.319163,Venta,Montevideo,23740241,441,https://imagenes.gallito.com/1024x768/230510162155730.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230510162155730.jpg', 'path': 441, 'checksum': '3e2beef2828c61466b861a48734587c0', 'status': 'downloaded'}]",Pajas Blancas,,1,A METROS DE PLAYA LA COLORADA 1920 M2 SOLAR Y 50 M2 EDIF,https://www.gallito.com.uy/a-metros-de-playa-la-colorada-1920-m2-solar-y-50-m2-edif-inmuebles-23740241
65 Mts,1 Baños,Casa,2023-06-10 13:21:55.680635,Venta,Montevideo,23678912,448,https://imagenes.gallito.com/1024x768/48730988.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48730988.jpg', 'path': 448, 'checksum': '4d8ade36fa15684ce4ff7acf7bbc32f1', 'status': 'downloaded'}]",Aires Puros,,1,Venta Casa PH 1D c/opción a 2 - Barrio Ituzaingo,https://www.gallito.com.uy/venta-casa-ph-1d-copcion-a-2-barrio-ituzaingo-inmuebles-23678912
280 Mts,Más de 3 baños,Casa,2023-06-10 13:21:55.656110,Venta,Montevideo,23382192,447,https://imagenes.gallito.com/1024x768/230225223131000.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230225223131000.jpg', 'path': 447, 'checksum': 'b388323ebb8b9597bb577e4be33eed71', 'status': 'downloaded'}]",Pocitos,,4,SÓLIDA Y EXCELENTES MAT. ! ! CALEF! MUY-NEGOCIABLE ! 4GGES !,https://www.gallito.com.uy/solida-y-excelentes-mat-calef-muy-negociable-4gges-inmuebles-23382192
400 Mts,Más de 3 baños,Casa,2023-06-10 13:21:55.434067,Venta,Montevideo,14197933,444,https://imagenes.gallito.com/1024x768/180801110329170.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/180801110329170.jpg', 'path': 444, 'checksum': '51deaf9c194601b5a21c5a553a55c0da', 'status': 'downloaded'}]",Pocitos,,4,"O ALQUILA ! ! A GRAN EMPRESA, CLÍNICA, SEGUROS, RSIDENCIA",https://www.gallito.com.uy/o-alquila-a-gran-empresa-clinica-seguros-rsidencia-inmuebles-14197933
120 Mts,2 Baños,Casa,2023-06-10 13:21:55.707939,Venta,Canelones,23378234,449,https://imagenes.gallito.com/1024x768/48708617.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48708617.jpg', 'path': 449, 'checksum': '388890c01a5a7ab8945b922dd48faf62', 'status': 'downloaded'}]",Solymar,,3,Casa PH Solymar Sur 3 Dorm 2 Bañ Parrillero garaje,https://www.gallito.com.uy/casa-ph-solymar-sur-3-dorm-2-ba%C3%B1-parrillero-garaje-inmuebles-23378234
935 Mts,3 Baños,Casa,2023-06-10 13:21:55.786905,Venta,Montevideo,23640184,451,https://imagenes.gallito.com/1024x768/48248064.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48248064.jpg', 'path': 451, 'checksum': '9273b8d434ec0ddffc804be9a656548c', 'status': 'downloaded'}]",Ciudad Vieja,,4,Venta de Edificio en Ciudad Vieja.,https://www.gallito.com.uy/venta-de-edificio-en-ciudad-vieja-inmuebles-23640184
160 Mts,1 Baños,Casa,2023-06-10 13:21:55.763230,Venta,Montevideo,23418828,450,https://imagenes.gallito.com/1024x768/230306092154920.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230306092154920.jpg', 'path': 450, 'checksum': '92c36efd630c54dbaaef4b0e61ec23a7', 'status': 'downloaded'}]",La Comercial,,4,FAC.MEDIC. OPORTUNIDAD ! ! 3/4 DORM-ESC. ! ! ! PARR.! GGE.!,https://www.gallito.com.uy/facmedic-oportunidad-34-dorm-esc-parr-gge-inmuebles-23418828
377 Mts,1 Baños,Casa,2023-06-10 13:21:55.468752,Venta,Montevideo,23886572,445,https://imagenes.gallito.com/1024x768/49230961.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49230961.jpg', 'path': 445, 'checksum': '87f2b6f9d905c5e373b6c925480811d3', 'status': 'downloaded'}]",Reducto,,2,Venta casa 2 dorm. en Reducto,https://www.gallito.com.uy/venta-casa-2-dorm-en-reducto-inmuebles-23886572
113 Mts,2 Baños,Casa,2023-06-10 13:21:56.001009,Venta,Montevideo,23771336,453,https://imagenes.gallito.com/1024x768/48749322.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48749322.jpg', 'path': 453, 'checksum': '23631528183e4fdc3e4f6b9a4f3bc324', 'status': 'downloaded'}]",Paso De La Arena,,3,Venta Casa 3 dor  en Paso de la Arena c Tomkinson,https://www.gallito.com.uy/venta-casa-3-dor-en-paso-de-la-arena-c-tomkinson-inmuebles-23771336
